Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Weather_Description,Work_Suitability,Flood_Risk
Delhi,2/14/2024,17.76,38.79,0.350107062,14.63,Other,Yes,Low
"Bengaluru, Karnataka",1/29/2024,3.119829851,81.23990992,7.485028775,12.55173108,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",5/7/2024,35.53,71.77,7.243345192,6.48,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",3/24/2024,21.05,48.49,6.668070301,7.28,Moderate Rainfall,Yes,High
"Agra, Uttar Pradesh",3/22/2024,18.45,59.94,5.579078216,5.44,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",4/24/2024,33.35,36.64,0.138378317,18.92,Clear,Yes,Low
"Hazira, Gujarat",1/16/2024,30.76,58.24,6.568734622,6.67,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",3/11/2024,20.27,53.32,2.210308721,21.92,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",4/18/2024,31.8,62.65,8.141542752,29.89,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",4/26/2024,20.41,48.1,0.662442339,10.49,Clear,Yes,Low
"Bina, Madhya Pradesh",3/3/2024,29.28,35.34,9.908671734,16.86,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",3/15/2024,22.78,50.89,3.753311723,15.42,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",3/16/2024,25.35,74.05,4.412655093,6.62,Moderate Rainfall,Yes,Low
"Kochi, Kerala",4/28/2024,25.64,72.13,8.207961268,5.71,Heavy Rainfall,No,High
"Kota, Rajasthan",1/12/2024,26.79,23.85,7.506514849,11.48,Heavy Rainfall,No,High
"Nagpur, Maharashtra",4/5/2024,38.57,46.14,1.150519082,13.62,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",4/24/2024,25.33,44.74,4.854053861,11.02,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",3/17/2024,26.57,66.91,3.628935553,18.01,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",5/12/2024,35.99,54.1,9.29923397,19.22,Heavy Rainfall,No,High
"Mumbai, Maharashtra",1/16/2024,28.92,69.01,6.034170014,10.18,Moderate Rainfall,Yes,Low
Delhi,4/21/2024,35.64,30.79,7.489942205,22.67,Heavy Rainfall,No,Low
"Bengaluru, Karnataka",1/6/2024,-0.386962641,69.89850886,4.043286648,10.20574971,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",5/12/2024,29.91,88.35,5.564214869,10.06,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",3/18/2024,22.06,33.42,6.569443453,16.56,Moderate Rainfall,Yes,High
"Agra, Uttar Pradesh",1/12/2024,34.02,59.21,6.413447202,15.22,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",3/2/2024,17.14,42.91,7.060239879,18.02,Heavy Rainfall,No,High
"Hazira, Gujarat",2/29/2024,30.62,43.41,6.822308578,8.94,Moderate Rainfall,Yes,High
"Vijaipur, Madhya Pradesh",4/24/2024,32.32,48.57,2.787447112,13.16,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",3/19/2024,25.94,79.49,2.096854241,25.75,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",3/3/2024,33.34,47.67,2.250485793,8.16,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",4/8/2024,37.95,63.64,6.709242835,15.71,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2/5/2024,23.21,48.31,2.775128209,10.08,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",4/12/2024,18.79,47.04,0.644311482,7.93,Clear,Yes,Low
"Kochi, Kerala",3/6/2024,26.73,89.1,0.19396216,13.97,Clear,Yes,Low
"Kota, Rajasthan",3/11/2024,38.26,33.07,9.877206935,13.47,Heavy Rainfall,No,High
"Nagpur, Maharashtra",5/10/2024,30.32,47.48,8.678694784,20.81,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",4/12/2024,22.22,52.77,5.33019105,18.65,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",4/30/2024,29.65,57.97,0.835652572,11.77,Clear,Yes,Low
"Jamnagar, Gujarat",3/1/2024,32.44,47.76,5.131954706,11.22,Moderate Rainfall,Yes,High
"Mumbai, Maharashtra",1/27/2024,29.24,76.36,7.955123515,20.75,Heavy Rainfall,No,High
Delhi,4/8/2024,13,56.67,0.220031508,8.53,Clear,Yes,Low
"Bengaluru, Karnataka",3/21/2024,21.56553009,83.48508109,7.521684751,28.40644603,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",5/2/2024,36.8,87.99,4.184848084,5.58,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2/23/2024,24.69,51.28,7.444767116,17.48,Heavy Rainfall,No,Low
"Agra, Uttar Pradesh",4/27/2024,24.09,53.06,2.730053556,7.25,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",3/12/2024,22.79,45.05,1.216792347,5.28,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",1/27/2024,22.78,65.33,1.260657991,16.21,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",1/7/2024,36.17,58.85,3.176102875,19.77,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",1/8/2024,33.32,79.01,3.219622803,25.31,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",1/10/2024,32.81,56.51,6.448802865,15.64,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",1/17/2024,35.64,51.58,1.571227529,14.79,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",3/18/2024,37.85,36.1,6.029066609,23.71,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",4/2/2024,11.2,72.91,7.709223525,11.29,Heavy Rainfall,No,Low
"Kochi, Kerala",3/8/2024,31.21,83.52,4.256404756,17.74,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2/17/2024,32.1,48.8,1.303953916,7.01,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2/4/2024,26.5,59.48,8.782121867,13.77,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",4/20/2024,32.59,52.75,4.126626095,17.73,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",4/25/2024,30.51,53.4,5.368669795,11.66,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",4/4/2024,24.82,52.05,8.018722146,17.76,Heavy Rainfall,No,High
"Mumbai, Maharashtra",4/20/2024,29.55,79,4.552627562,22.04,Moderate Rainfall,Yes,Low
Delhi,4/25/2024,28.14,24.6,6.311984952,12.93,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2/14/2024,5.399773467,54.15679472,1.996699291,17.45755736,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",5/14/2024,25.89,68.58,8.600236825,9.64,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",1/10/2024,34.89,53.14,13.0504079,14.68,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",4/5/2024,18.86,51.1,9.76430289,15.03,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",5/3/2024,19.09,54.29,5.552974241,8.09,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2/1/2024,27.07,43.53,2.547660759,13.29,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",3/18/2024,32.76,54.49,7.201746629,22.03,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",5/8/2024,36.88,67.23,5.73977771,20.03,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",1/14/2024,20.44,67.16,6.675973808,13.02,Moderate Rainfall,Yes,High
"Bina, Madhya Pradesh",3/15/2024,39.52,34.98,1.96721876,20.37,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2/1/2024,22.5,39.52,9.855723306,15.28,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",5/13/2024,18.89,62.08,3.09634369,9.92,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2/21/2024,29.64,92.63,0.580815359,9.23,Clear,Yes,Low
"Kota, Rajasthan",4/18/2024,37.06,25.19,7.679992417,19.37,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2/12/2024,35.24,40.25,10.17767617,21.81,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",4/2/2024,25.35,42.66,0.159498623,15.9,Clear,Yes,Low
"Gandhar, Gujarat",2/13/2024,33.98,59.97,9.110672578,18.04,Heavy Rainfall,No,High
"Jamnagar, Gujarat",5/7/2024,34.47,50.02,2.766943693,7.59,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",5/15/2024,32.78,75.15,1.524364439,15.94,Moderate Rainfall,Yes,Low
Delhi,4/4/2024,25.69,29.14,1.522952409,25.05,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",3/15/2024,7.984918551,41.78466024,5.778190851,16.71744767,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",3/21/2024,34.27,72.97,2.992930088,5.58,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",1/7/2024,29.28,60.8,0.666676248,5.04,Clear,Yes,Low
"Agra, Uttar Pradesh",5/8/2024,31.21,34.08,1.281104833,12.31,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",3/20/2024,24.51,44.59,9.114433656,18.38,Heavy Rainfall,No,High
"Hazira, Gujarat",2/21/2024,22.49,51.66,1.310486897,19.33,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2/18/2024,34.61,46.4,3.576595568,20.97,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",4/11/2024,34.4,74.1,0.427160225,18.07,Clear,Yes,Low
"Jagdishpur, Uttar Pradesh",3/25/2024,29.29,52.78,6.161710145,16.14,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2/14/2024,29.09,31.66,6.132775941,22.94,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2/22/2024,32.36,59.05,6.788136448,10.24,Moderate Rainfall,Yes,High
"Pata, Uttar Pradesh",4/28/2024,15.55,49.48,9.007494181,6.04,Heavy Rainfall,No,High
"Kochi, Kerala",5/1/2024,28.38,81.67,3.741154968,15.26,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2/7/2024,41.62,30.53,6.097672628,6.87,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",4/11/2024,27.61,35.46,6.642351845,21.15,Moderate Rainfall,Yes,High
"Indore, Madhya Pradesh",4/10/2024,29.74,31.04,6.346848966,16.37,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",5/2/2024,29.35,62.05,8.270822815,9.9,Heavy Rainfall,No,High
"Jamnagar, Gujarat",4/10/2024,22.65,63.63,6.682302025,14.79,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",4/22/2024,33.91,69.92,8.404817568,20.37,Heavy Rainfall,No,High
Delhi,2/8/2024,15.53,45.42,4.992527403,29.96,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",3/3/2024,21.18904046,33.24411071,4.879662574,3.114808475,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",1/24/2024,36.42,64.34,0.591712949,12.18,Clear,Yes,Low
"Raipur, Chhattisgarh",1/27/2024,33.91,58.96,8.111167078,7.47,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",1/14/2024,21.26,50.42,5.392192056,10.79,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",2/29/2024,24.55,34.92,8.468422311,7.4,Heavy Rainfall,No,High
"Hazira, Gujarat",3/19/2024,33.78,44.21,6.179322019,12.71,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",4/3/2024,36.4,57.71,6.112926688,15.02,Moderate Rainfall,Yes,High
"Kakinada, Andhra Pradesh",5/14/2024,36.47,67.97,8.384793855,14.3,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2/18/2024,22.38,51.32,0.802822363,18.36,Other,Yes,Low
"Bina, Madhya Pradesh",3/18/2024,29.23,54.19,6.696874607,10.09,Moderate Rainfall,Yes,High
"Bijaipur, Madhya Pradesh",3/24/2024,30.95,38.58,3.226283379,18.56,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",3/14/2024,18.39,55.36,6.931419814,9.04,Moderate Rainfall,Yes,High
"Kochi, Kerala",2/19/2024,31.34,90.31,3.131877836,17.25,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",3/7/2024,30.27,41.7,0.864316413,12.37,Clear,Yes,Low
"Nagpur, Maharashtra",2/10/2024,26.13,49.65,8.841187715,22.79,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",4/8/2024,37.9,52.45,5.059541134,10.71,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",3/26/2024,26.06,50.83,5.974377369,17.5,Moderate Rainfall,Yes,High
"Jamnagar, Gujarat",2/9/2024,33.87,63.13,2.296006342,18.66,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",3/26/2024,29.4,69.58,6.399159396,16.09,Moderate Rainfall,Yes,Low
Delhi,1/31/2024,31.72,34.36,4.256401846,21.36,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",3/8/2024,10.20512272,30.25463353,6.907309964,19.59052237,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",5/15/2024,32.35,61.09,1.518122705,18.47,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",3/6/2024,28.66,46.77,9.106834869,20.91,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2/19/2024,33.09,35.28,1.413610036,5.11,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",5/14/2024,22.16,45.05,8.147875294,13,Heavy Rainfall,No,High
"Hazira, Gujarat",5/5/2024,34.58,66.11,2.018020066,10.73,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2/22/2024,26.49,55.1,5.706845172,11.66,Moderate Rainfall,Yes,High
"Kakinada, Andhra Pradesh",1/10/2024,30.77,77.38,5.049352684,15.84,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2/14/2024,23.68,47.79,5.202813718,9.9,Moderate Rainfall,Yes,High
"Bina, Madhya Pradesh",5/4/2024,37.23,36.9,7.201571695,25.42,Heavy Rainfall,No,Low
"Bijaipur, Madhya Pradesh",4/17/2024,30.31,59.15,0.380541947,13.28,Clear,Yes,Low
"Pata, Uttar Pradesh",1/2/2024,21.53,50.46,1.366763997,10.63,Moderate Rainfall,Yes,Low
"Kochi, Kerala",5/1/2024,31.7,83.98,3.204073772,7.98,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",1/1/2024,34.97,24.43,5.397572065,7.59,Moderate Rainfall,Yes,High
"Nagpur, Maharashtra",3/9/2024,28.88,57.69,4.690816545,18.92,Moderate Rainfall,Yes,High
"Indore, Madhya Pradesh",2/18/2024,22.92,30.88,8.862787737,20.72,Heavy Rainfall,No,High
"Gandhar, Gujarat",5/14/2024,31.76,54.16,8.059151072,17.66,Heavy Rainfall,No,High
"Jamnagar, Gujarat",5/8/2024,37.55,64.38,0.474911872,8.67,Other,Yes,Low
"Mumbai, Maharashtra",3/2/2024,28.41,66.09,0.593322283,14.95,Clear,Yes,Low
Delhi,4/14/2024,17.32,32.67,5.419834939,14.46,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2/26/2024,-4.108291128,46.19904276,9.589056437,23.01364751,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2/15/2024,28.71,67.65,3.181237797,16.59,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2/26/2024,25.78,55.77,9.18280285,7.21,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",1/26/2024,33.01,49.54,10.37720845,17.72,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",3/20/2024,15.98,40.95,6.375243394,14.57,Moderate Rainfall,Yes,High
"Hazira, Gujarat",5/8/2024,24.75,68.03,4.247112048,12.24,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2/6/2024,30.74,38.96,7.981712866,22.95,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",2/6/2024,33.63,76.97,4.695376982,11.6,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",3/21/2024,18.33,54.84,9.086851854,24.41,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",1/12/2024,27.98,52.28,6.303866929,22.9,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",3/18/2024,27.71,38.54,6.271596302,19.75,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",5/18/2024,15.34,67.71,0.963035524,4.76,Other,Yes,Low
"Kochi, Kerala",4/5/2024,27.93,76.92,3.559625805,6.46,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",1/31/2024,41.44,46.57,11.0319314,7.33,Heavy Rainfall,No,High
"Nagpur, Maharashtra",4/16/2024,34.4,55.49,4.180267317,16.01,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",3/11/2024,26.14,49.91,6.91560419,22.87,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",5/5/2024,24.63,65.94,7.719256929,10.38,Heavy Rainfall,No,Low
"Jamnagar, Gujarat",2/5/2024,22.55,54.12,6.752248009,7.38,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",5/1/2024,26.48,69.98,0.700620993,14.78,Clear,Yes,Low
Delhi,5/7/2024,20.13,49.76,6.150639075,15.29,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",4/21/2024,10.35744556,37.00245946,2.571634865,29.4132243,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",3/22/2024,26.49,83.47,0.382346388,6.09,Clear,Yes,Low
"Raipur, Chhattisgarh",1/19/2024,36.84,41.18,2.838808157,10.09,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",1/2/2024,21.52,32.01,2.12931249,17.9,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",5/3/2024,26.11,53.49,0.376875013,10.57,Other,Yes,Low
"Hazira, Gujarat",2/18/2024,34.37,67.5,8.460346297,6.82,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",3/27/2024,39.27,58.03,7.438652502,19.3,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",2/23/2024,26.6,80.09,8.015109755,14.61,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",4/25/2024,31.48,53.36,2.684614951,8.5,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",1/5/2024,25.3,59.2,6.693731095,12.3,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",5/14/2024,35.55,59.94,0.78517606,14.81,Other,Yes,Low
"Pata, Uttar Pradesh",4/13/2024,13.61,54.7,2.584548853,6.44,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2/13/2024,24.59,74.53,0.007072465,9.94,Clear,Yes,Low
"Kota, Rajasthan",2/27/2024,32.98,41.63,0.70298869,10.06,Clear,Yes,Low
"Nagpur, Maharashtra",2/21/2024,29.49,36.14,1.312015913,11.37,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",1/18/2024,25.43,44.46,8.288436179,23.88,Heavy Rainfall,No,High
"Gandhar, Gujarat",2/8/2024,32.22,66.01,0.286010087,15.21,Other,Yes,Low
"Jamnagar, Gujarat",2/19/2024,22.22,62.12,9.857436582,15.85,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2/12/2024,26.89,77.05,8.705693205,10.08,Heavy Rainfall,No,High
Delhi,3/2/2024,16.88,53.38,1.982457618,8.29,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2/3/2024,23.14879662,85.82598212,9.923074515,12.81491606,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",1/13/2024,28.16,79.22,0.728663321,7.99,Clear,Yes,Low
"Raipur, Chhattisgarh",1/14/2024,23.29,54.41,8.420973746,16.43,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2/15/2024,27.9,55.33,2.277078384,14.68,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2/14/2024,20.49,52.07,2.641909907,16.14,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",3/16/2024,26.85,69.76,7.828213752,12.79,Heavy Rainfall,No,Low
"Vijaipur, Madhya Pradesh",1/22/2024,26.8,53.64,8.727010663,15.38,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",4/4/2024,37.33,76.51,0.70294736,10.43,Clear,Yes,Low
"Jagdishpur, Uttar Pradesh",2/10/2024,18.39,51.75,3.02640359,15.45,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2/17/2024,28.78,57.06,9.848577221,22.85,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",1/24/2024,31.88,38.28,5.176094705,26.47,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2/15/2024,19.33,69.32,8.578019494,2.46,Heavy Rainfall,No,High
"Kochi, Kerala",4/19/2024,24.89,93.36,8.925806103,5.52,Heavy Rainfall,No,High
"Kota, Rajasthan",2/11/2024,31.3,33.4,1.16589082,10.17,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2/29/2024,31.71,41.1,8.609610444,22.86,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",1/20/2024,23.8,52.9,4.211320336,22.85,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",1/11/2024,24.45,52.34,2.026676461,15.46,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",3/27/2024,28.29,58.15,2.198844351,10.18,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",4/13/2024,26.34,65.46,1.144959555,19.76,Moderate Rainfall,Yes,Low
Delhi,1/7/2024,31,35.08,3.111273909,23.42,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",1/2/2024,-7.495099669,55.26676122,4.609318826,27.76900832,Moderate Rainfall,Yes,High
"Chennai, Tamil Nadu",2/16/2024,32.47,89.88,0.256312249,12.93,Clear,Yes,Low
"Raipur, Chhattisgarh",4/13/2024,32.42,48.07,4.582167547,12.66,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",3/23/2024,29.09,31.38,3.533547381,10.97,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",1/22/2024,19.11,47.67,5.504720576,16.69,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",1/1/2024,26.76,56.8,8.118226344,19.34,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",4/12/2024,27.63,42.2,5.575491599,19.24,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",5/11/2024,36.51,61.43,9.532077274,19.19,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2/22/2024,24.43,64.19,5.490359369,11.56,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2/3/2024,25.56,42.29,1.15232469,20.1,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",4/6/2024,22.23,35.15,9.052923637,25.12,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",1/30/2024,25.21,69.12,2.647363779,5.92,Moderate Rainfall,Yes,Low
"Kochi, Kerala",3/10/2024,24.64,83.26,5.982431191,8.08,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",5/11/2024,33.03,47.52,3.713701741,8.37,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",3/18/2024,34.22,54.58,1.264737778,11.68,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",1/2/2024,30.95,52.25,8.276474799,14.23,Heavy Rainfall,No,High
"Gandhar, Gujarat",1/4/2024,34.96,50.67,8.06818482,10.86,Heavy Rainfall,No,High
"Jamnagar, Gujarat",4/3/2024,37.73,48.59,0.814329384,6.84,Other,Yes,Low
"Mumbai, Maharashtra",2/23/2024,27.75,85.07,11.42280974,14.76,Heavy Rainfall,No,High
Delhi,1/28/2024,14.02,50.27,3.986002938,28.67,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",5/14/2024,25.2308306,65.08247981,7.616899973,1.911104295,Heavy Rainfall,No,Low
"Chennai, Tamil Nadu",2/24/2024,30.07,79.24,5.344026792,5.5,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",1/5/2024,34.97,56.43,5.634821177,15.05,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",5/15/2024,27.88,30.51,7.349242448,9.42,Heavy Rainfall,No,Low
"Noida, Uttar Pradesh",1/12/2024,27.61,38.28,5.552930614,13.13,Moderate Rainfall,Yes,High
"Hazira, Gujarat",1/18/2024,31.7,44.3,2.214392773,16.23,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",4/4/2024,25.41,43.47,6.023988359,22.16,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",5/3/2024,35.49,61.78,3.003444737,25.64,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",1/15/2024,29.78,48.5,5.799247814,16.3,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",5/4/2024,32.29,63.72,9.591051815,25.46,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",5/10/2024,36.12,40.83,3.157861223,11.48,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",3/11/2024,28.52,61.84,8.624210903,11.72,Heavy Rainfall,No,High
"Kochi, Kerala",5/3/2024,30.24,70.83,5.512460197,15.93,Moderate Rainfall,Yes,High
"Kota, Rajasthan",1/15/2024,31.08,31.19,5.213313669,6.43,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",5/5/2024,32.3,47.71,1.679856124,16.01,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2/19/2024,24.08,48.42,7.569760151,16.68,Heavy Rainfall,No,Low
"Gandhar, Gujarat",1/31/2024,31.41,64.75,3.21239386,8.3,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2/25/2024,28.7,44.32,0.081258445,5.74,Other,Yes,Low
"Mumbai, Maharashtra",3/9/2024,24.68,70.56,2.514164889,13.18,Moderate Rainfall,Yes,Low
Delhi,3/29/2024,17.92,45.95,9.659783395,12.85,Heavy Rainfall,No,High
"Bengaluru, Karnataka",1/22/2024,-7.690844182,74.58599577,0.279727198,28.26228734,Other,Yes,Low
"Chennai, Tamil Nadu",1/20/2024,33.02,80.63,3.895320308,14.63,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2/9/2024,21.78,46.61,1.350056032,15.45,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",5/12/2024,25.14,59.82,8.294794751,17.2,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",3/8/2024,29.21,41.18,8.561091111,18.07,Heavy Rainfall,No,High
"Hazira, Gujarat",2/6/2024,24.41,57.46,1.889619618,5.19,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",1/10/2024,32.35,45.07,5.70834175,18.19,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",1/5/2024,31.27,65.5,2.704974583,25.87,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",5/14/2024,29.65,56.37,8.983739831,19.53,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",5/13/2024,31.11,48.03,4.442778753,24.38,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",1/16/2024,23.6,46.18,7.841968761,27.1,Heavy Rainfall,No,Low
"Pata, Uttar Pradesh",3/26/2024,14.86,51.43,7.656050943,7.13,Heavy Rainfall,No,High
