Temperature,Wind speed,Rain in mm,Location,Work Suitability
29.06075558,10.20334782,91.63416602,Guwahati,No
35.29360996,4.782602312,59.80464053,Vijaipur,No
16.94420081,7.970917868,13.4850522,Vijaipur,Yes
26.57624019,11.37128167,32.84257989,Vijaipur,No
18.99720932,4.251781286,68.13857095,Bangalore,No
49.80647148,42.44055177,58.66063576,Guwahati,No
21.60813212,10.74127397,78.14932617,Guwahati,No
44.87970536,58.04244491,73.48192562,Guwahati,No
29.42043248,1.51504991,51.95338688,Guwahati,Yes
20.47568066,5.177473459,13.97190159,Vijaipur,Yes
38.05205214,91.38567118,86.03881328,Bangalore,No
23.22026805,3.297812945,40.64350622,Guwahati,Yes
28.48749017,15.87645892,94.72145157,Vijaipur,No
18.1300408,6.520601032,60.19239899,Guwahati,No
18.40927211,12.06869696,16.3995362,Bangalore,Yes
44.04544578,57.28489312,80.55080018,Guwahati,No
38.07945684,64.15922275,9.573723575,Guwahati,No
24.02965836,0.469020001,29.09944768,Vijaipur,Yes
18.32121963,13.5723382,88.32043097,Vijaipur,No
19.62525019,7.65334094,30.24540605,Bangalore,Yes
34.40691743,1.990030639,66.34709143,Vijaipur,No
32.87894831,6.355136936,20.44028753,Guwahati,No
26.26136724,13.93249532,77.82941376,Bangalore,No
44.4628575,58.66354053,97.3540947,Guwahati,No
24.47063706,0,38.65009293,Guwahati,Yes
39.87717798,34.97629799,11.85856244,Bangalore,Yes
37.13695778,76.86043287,4.944769308,Guwahati,No
38.21457714,82.74596742,48.77817524,Vijaipur,No
29.86894268,15.26983328,102.1295605,Guwahati,No
10.10958852,9.804480078,36.46810181,Bangalore,Yes
21.41152049,14.66501053,68.01253874,Vijaipur,No
48.03048067,30.58394152,13.92563239,Guwahati,No
23.1511353,8.421402669,54.73617706,Vijaipur,No
39.46798621,66.4714632,74.01421747,Guwahati,No
29.44922356,15.81590705,74.05288335,Vijaipur,No
25.32947118,13.10729216,20.20167604,Guwahati,Yes
33.38523052,7.385522425,13.51211469,Vijaipur,Yes
17.7781506,3.77071018,15.45216489,Guwahati,Yes
43.86956173,52.09479837,45.81444596,Guwahati,No
37.0029086,53.13983262,89.93057845,Vijaipur,No
28.49685553,5.677357551,53.96887645,Bangalore,No
25.06799249,6.736955915,45.08049871,Vijaipur,No
35.9707398,16.42569433,11.64414413,Guwahati,Yes
36.21968296,8.445154741,84.82727716,Vijaipur,No
13.00354293,9.725752957,55.52242686,Bangalore,No
16.98234107,8.8469091,99.35537965,Guwahati,No
16.47432159,14.9149157,0,Guwahati,Yes
49.34386155,73.89909973,14.77028789,Bangalore,No
14.40014331,13.91207713,42.54004576,Guwahati,Yes
22.93976514,2.529989027,36.70539553,Guwahati,No
38.93963574,66.73713239,49.4934492,Vijaipur,No
27.76494751,9.874561512,19.56581337,Vijaipur,Yes
28.89831099,15.45975427,22.74750498,Bangalore,Yes
31.30867513,2.610038218,92.28306088,Bangalore,No
21.20474495,14.74986206,26.83625866,Guwahati,Yes
41.45889587,59.4874337,53.47314994,Guwahati,No
42.16237402,33.20483344,70.26565791,Guwahati,No
42.08343016,25.96329366,62.2494408,Guwahati,No
26.90133266,16.26843848,72.72276232,Vijaipur,No
41.38554977,82.31377908,29.91219926,Bangalore,No
13.77492315,13.45541749,58.23353105,Guwahati,No
26.4622401,9.721401278,86.33082237,Bangalore,No
50.30934651,43.38119698,71.98610448,Vijaipur,No
26.63819738,12.35199916,33.14809745,Vijaipur,Yes
17.60069957,9.988419352,19.9593755,Vijaipur,Yes
17.72974324,6.505119548,31.42325695,Bangalore,Yes
30.84652786,12.23681282,84.8990552,Guwahati,No
23.71602342,4.382974288,0,Bangalore,Yes
30.8457214,5.483648743,24.88918402,Vijaipur,Yes
18.82812731,10.38917797,15.19725714,Bangalore,Yes
39.12145203,25.38197435,19.07428868,Vijaipur,No
30.55599869,14.64415295,39.85020342,Vijaipur,Yes
31.06618037,16.16673523,11.34456086,Guwahati,Yes
40.42216057,95.57109768,91.63279064,Bangalore,No
40.05005056,26.24064666,60.45920292,Vijaipur,No
15.21948694,7.870061575,45.55400344,Guwahati,No
46.8512483,38.43275937,45.89139131,Guwahati,No
32.27249336,4.829460059,12.63265504,Bangalore,Yes
45.58241508,37.53216826,43.49686738,Guwahati,No
35.32367255,3.783298383,56.88583419,Bangalore,No
36.86953975,61.3190369,70.70955171,Vijaipur,No
28.94225206,1.140561548,65.76542378,Bangalore,No
19.80699285,4.354536794,22.48181722,Bangalore,Yes
27.97655473,5.421216501,84.40074578,Vijaipur,No
37.87713676,95.88436667,77.9577414,Bangalore,No
30.8089113,11.57817078,67.7728044,Vijaipur,No
29.97497932,1.034565069,66.69258319,Bangalore,No
35.33809495,12.89298343,24.48541414,Bangalore,Yes
24.71503445,11.00205735,103.9034904,Bangalore,No
29.79110212,1.504437989,90.90778077,Guwahati,No
41.95106056,88.22935248,87.08894526,Vijaipur,No
46.08759479,99.21388835,35.72742023,Guwahati,No
20.61128305,2.532705,10.96221685,Bangalore,Yes
24.4732516,2.610572572,27.58987414,Guwahati,No
21.50046566,15.01103437,56.65335391,Vijaipur,No
27.20274644,2.446617957,55.75271763,Bangalore,No
42.38830204,92.33230067,97.4025272,Vijaipur,No
28.60965605,5.657105797,49.96045772,Guwahati,No
20.94654882,2.657391196,31.59988235,Bangalore,Yes
30.3998965,0.133366232,2.878860247,Guwahati,Yes
30.85878538,12.99397556,30.75001175,Bangalore,No
32.9135156,11.57241569,65.17702295,Bangalore,No
37.56053846,74.05914904,84.31395463,Bangalore,No
20.56571564,10.94153038,96.54166405,Bangalore,No
25.58627248,7.336328652,23.06891322,Guwahati,Yes
33.66859923,4.124799459,101.1759351,Vijaipur,No
30.80510625,8.032217262,30.10177387,Vijaipur,Yes
36.21784592,64.3706618,80.52526345,Vijaipur,No
22.4712108,1.251451045,63.63841415,Vijaipur,No
20.58309126,5.475150609,13.03477303,Bangalore,Yes
17.99087807,9.404463901,81.28861135,Guwahati,No
41.52750324,73.4848238,61.62684549,Bangalore,No
32.73600303,0,4.344841793,Guwahati,Yes
15.50844457,15.5167006,39.30339801,Guwahati,No
29.19878052,14.39020627,38.96960195,Vijaipur,No
21.8309394,17.12915546,67.67637141,Bangalore,No
18.36057827,2.971542765,29.47980299,Vijaipur,No
30.96730685,5.132910149,11.06351535,Guwahati,Yes
41.91092866,70.41062542,64.24531846,Vijaipur,No
21.55618209,7.679956698,0,Vijaipur,Yes
50.66133756,47.95091252,79.94696202,Guwahati,No
36.69828566,68.32070579,63.60863922,Bangalore,No
23.79936687,1.27263886,35.58066757,Guwahati,No
34.45098959,50.1891778,29.56322647,Bangalore,No
19.4294024,10.55329251,4.496874583,Guwahati,Yes
30.9372404,8.951227411,15.60805831,Vijaipur,Yes
24.13567748,9.120904319,62.87999295,Vijaipur,No
15.69853707,15.54131577,24.2876398,Guwahati,No
37.17273434,66.09671112,91.61355204,Guwahati,No
30.23403317,11.48543698,87.38992418,Guwahati,No
17.44166366,5.074834625,28.94547799,Bangalore,Yes
38.06916906,6.711038324,10.2493516,Bangalore,Yes
20.9947673,11.43004115,13.83154193,Bangalore,Yes
36.52035585,48.31438359,30.06799805,Vijaipur,No
24.91463345,9.647418495,80.48321065,Vijaipur,No
49.52234528,48.83768616,26.82370772,Guwahati,No
42.87993123,70.08798017,76.99028007,Guwahati,No
27.04702164,11.04108574,44.72695112,Bangalore,No
25.58033035,9.348524298,82.4237636,Vijaipur,No
29.79645399,7.820096192,45.42612809,Guwahati,Yes
16.15659444,17.78880234,27.17355461,Bangalore,Yes
18.38890558,10.17975154,27.61351872,Bangalore,Yes
17.69667851,1.285647347,22.3239799,Guwahati,No
46.50910238,74.33665839,66.2996842,Vijaipur,No
39.8344497,93.66937918,16.92107218,Guwahati,No
15.94497372,6.697305683,70.52846717,Vijaipur,No
13.55553071,13.98729172,16.86505753,Vijaipur,Yes
27.33706746,3.033186335,85.90614314,Bangalore,No
39.78537749,84.56181666,33.62940605,Vijaipur,No
25.43640291,5.163301886,34.78391965,Vijaipur,Yes
23.25235228,3.949681065,52.66298859,Vijaipur,No
30.48846986,5.093807983,88.59902128,Guwahati,No
29.98053022,8.805476971,21.94745999,Guwahati,Yes
30.65018754,3.255194367,89.27026365,Bangalore,No
22.38716622,4.886020229,0,Guwahati,Yes
35.90395874,74.75256933,56.95699073,Guwahati,No
33.807516,4.690839934,79.34093708,Vijaipur,No
32.98829099,9.801872724,63.75207583,Guwahati,No
46.50164244,59.54574457,99.23182152,Bangalore,No
22.05179572,1.755269205,92.17944996,Guwahati,No
29.45725945,14.19056861,6.459017969,Bangalore,Yes
50.30519476,98.43077348,92.56774655,Bangalore,No
36.11025823,46.62814988,68.00977912,Guwahati,No
45.46613288,79.7272634,95.35035674,Vijaipur,No
35.72216474,47.94028777,33.91506848,Guwahati,Yes
35.33706018,64.57558122,51.56229079,Bangalore,No
44.70966858,91.67573841,44.763831,Guwahati,No
24.71436602,14.45272852,18.70602754,Guwahati,Yes
24.29568563,5.019223182,16.68092382,Vijaipur,Yes
51.08499905,66.31462868,87.4586833,Vijaipur,No
35.05474087,8.017710854,92.02837683,Guwahati,No
8.96623166,3.398786614,107.8455213,Vijaipur,No
29.98215338,8.907600397,76.93933409,Vijaipur,No
31.51278122,1.718038853,92.28625665,Bangalore,No
20.24665638,17.1040413,48.61174074,Bangalore,No
14.06020496,11.90526217,9.251367482,Vijaipur,No
24.86294024,7.832647285,60.34589123,Vijaipur,No
35.07715209,76.39308233,49.00271217,Bangalore,No
16.23527843,12.72368085,47.52242833,Bangalore,No
18.4389142,6.193653804,0,Guwahati,Yes
46.66115503,59.471753,39.00211344,Vijaipur,No
18.50914208,8.161318853,87.06344615,Guwahati,No
46.58881201,68.91637421,38.15332003,Guwahati,No
43.11474175,73.66696416,92.42939299,Guwahati,No
36.32402218,6.205932972,10.327703,Bangalore,Yes
29.34115172,1.54071293,34.50384624,Guwahati,Yes
27.23258449,3.364585971,20.32545204,Bangalore,No
23.04810107,2.596385516,62.89973913,Vijaipur,No
27.54242695,10.99998788,48.27640029,Bangalore,Yes
29.56704455,6.225243264,50.82169341,Bangalore,No
33.85061071,46.01678631,27.63985674,Guwahati,Yes
26.63175735,1.143450499,57.98546249,Vijaipur,No
35.18106139,28.08257001,28.28236058,Vijaipur,Yes
25.26510253,4.695474616,5.746135099,Bangalore,Yes
20.85120688,2.480326177,50.79383305,Bangalore,No
26.47462534,5.900539232,43.36853127,Guwahati,Yes
34.9695926,12.41981539,21.21056391,Guwahati,Yes
13.51949718,11.52889602,54.96965338,Guwahati,Yes
20.71218427,4.859866396,92.56754509,Guwahati,No
50.26678484,52.10733542,33.19373473,Guwahati,No
26.01714631,6.933697614,28.37712589,Vijaipur,No
19.02517411,11.22378532,72.15422945,Guwahati,No
24.56589759,16.296107,61.57079421,Bangalore,No
41.62168289,85.59540102,106.3841933,Guwahati,No
45.38567168,43.51168348,62.87432478,Vijaipur,No
25.19416008,1.690272512,48.36940154,Guwahati,No
19.51731773,0.639115908,0,Guwahati,Yes
40.70103109,73.73554465,69.7772328,Vijaipur,No
31.46211204,3.01347559,15.092997,Vijaipur,Yes
18.94991624,13.61203577,14.61170992,Vijaipur,Yes
33.90397664,9.929524318,27.66254639,Bangalore,Yes
40.97206411,54.99923542,73.42187411,Guwahati,No
31.12980409,5.504861309,1.533957241,Vijaipur,Yes
26.87119982,10.85587878,61.48896705,Vijaipur,No
26.50933766,6.810295562,77.68026243,Vijaipur,No
50.77533622,53.8916481,63.61376267,Bangalore,No
15.69128344,9.551782938,48.30943494,Guwahati,No
32.40769511,9.715431363,3.694063429,Vijaipur,Yes
22.17270134,11.57745359,23.57975217,Vijaipur,No
39.71061561,26.75812818,52.51391824,Guwahati,No
27.42735289,1.818498913,90.18304961,Guwahati,No
38.72020327,58.92980893,29.84795376,Bangalore,No
45.76511637,65.33151501,25.93360366,Vijaipur,No
26.00966348,10.53263321,13.30546475,Bangalore,Yes
37.08624746,80.38350114,34.98987502,Vijaipur,No
35.45382422,13.85995897,75.45703164,Guwahati,No
30.00766304,3.837845779,92.45613827,Guwahati,No
19.02647043,9.6531344,93.91931911,Bangalore,No
40.57796812,51.29703631,54.28561042,Guwahati,No
30.86570364,10.98374722,2.750081223,Vijaipur,Yes
47.08979568,82.50841938,85.71304766,Guwahati,No
29.01949597,1.195415691,57.58793874,Vijaipur,No
35.51826058,24.78123905,27.34519382,Vijaipur,No
51.5347162,35.74076784,42.88867303,Bangalore,No
23.25582742,4.46522592,1.405210233,Vijaipur,Yes
18.57937606,10.89941136,41.64046658,Bangalore,Yes
33.85780244,6.271373308,47.78729701,Guwahati,Yes
24.41628784,7.765776752,50.48248048,Bangalore,No
29.6486838,8.790630316,53.09050371,Guwahati,No
42.48232542,77.90862212,55.10188573,Bangalore,No
25.84255289,6.582160187,21.92700936,Bangalore,Yes
29.016624,5.526876057,3.404558677,Vijaipur,Yes
30.53251864,7.957183574,6.673935782,Bangalore,Yes
35.08446677,6.588696183,40.38631429,Guwahati,No
35.99950756,15.05260082,74.12097086,Guwahati,No
31.47750383,13.36808544,13.29653713,Guwahati,Yes
43.8450818,75.29479842,60.54767399,Bangalore,No
16.6280307,0.920509479,8.074149866,Vijaipur,No
41.40646618,59.3256101,89.58723406,Vijaipur,No
27.01777313,6.094717995,36.112753,Bangalore,Yes
26.021277,10.69298099,23.78779903,Guwahati,Yes
34.15174499,88.41357772,25.21023515,Bangalore,No
21.66502506,12.33796277,23.89461207,Bangalore,No
33.52758777,76.23358708,22.30461386,Guwahati,No
32.16150763,0.771482223,64.36689665,Vijaipur,No
18.5499204,2.446086663,20.76313237,Bangalore,Yes
29.82281217,6.332507217,31.59483136,Vijaipur,Yes
24.39170245,1.734127018,42.10254945,Vijaipur,No
20.5871323,8.056285241,0,Vijaipur,Yes
43.05435279,91.48213352,42.31337899,Guwahati,No
19.76385561,12.55408037,66.86786103,Guwahati,No
23.50167865,8.110802348,13.72673102,Vijaipur,Yes
27.20561529,5.174713988,22.07524036,Bangalore,Yes
25.56047664,12.77164987,62.02615273,Bangalore,No
45.81036163,44.27188053,67.46653817,Vijaipur,No
18.17580631,2.561720558,95.05143483,Vijaipur,No
21.96668987,0.960172425,10.62460208,Bangalore,Yes
33.6567943,7.931441659,73.31041538,Vijaipur,No
42.73597368,52.06578966,50.93465364,Guwahati,No
18.05159123,2.391049488,69.83741684,Guwahati,No
14.47226776,10.77509705,54.77774151,Bangalore,No
22.83292199,15.04449133,26.31821857,Bangalore,Yes
19.91783931,12.282774,37.38142258,Bangalore,No
14.31058094,11.92229075,32.24958811,Bangalore,Yes
21.06624844,12.65727422,3.863082184,Bangalore,Yes
48.0653291,58.39269444,89.00031851,Vijaipur,No
38.30154048,92.87071014,45.47010319,Bangalore,No
33.52909838,10.15226855,34.84397496,Guwahati,No
27.1422549,11.20246809,11.36221501,Bangalore,Yes
24.12204487,5.807571145,80.63186998,Guwahati,No
17.51602332,1.613752078,71.16445734,Bangalore,No
26.70721188,9.578784031,16.88923664,Bangalore,Yes
51.29484488,28.15087764,80.38540128,Vijaipur,No
21.81893238,8.300471654,82.42433797,Vijaipur,No
17.35997728,2.276468762,101.1633506,Bangalore,No
32.16690278,1.636899141,92.1847103,Bangalore,No
22.87833734,10.68282621,77.09508036,Vijaipur,No
44.06617051,44.7053754,29.67288686,Vijaipur,No
28.69001773,6.184270968,75.1174514,Vijaipur,No
24.49405519,3.828074963,64.07572841,Guwahati,No
46.02255315,56.06449933,61.74743453,Guwahati,No
44.50263003,40.09520475,36.46044736,Guwahati,No
29.74435989,4.108818328,4.298442982,Bangalore,Yes
31.26830826,15.3100863,105.0523206,Vijaipur,No
34.82822213,6.468632907,77.78155955,Guwahati,No
45.79505489,63.13449839,24.0841039,Guwahati,No
32.00465833,0.799249203,82.73833545,Bangalore,No
22.53702293,14.31199597,101.7595261,Bangalore,No
20.24621163,1.486903613,69.44698471,Bangalore,No
19.24917869,13.46963063,0,Bangalore,Yes
28.82504984,2.617870305,85.59155765,Bangalore,No
26.14731423,1.044621758,59.69459988,Vijaipur,No
36.98837629,3.07000191,60.21847787,Guwahati,No
49.86015198,86.63365255,10.34465821,Guwahati,No
21.35401291,7.380238661,101.7595516,Bangalore,No
39.81234853,68.63923578,92.07025072,Bangalore,No
20.50791402,6.371355981,4.404998281,Guwahati,Yes
19.90525242,4.329303172,17.89319335,Bangalore,No
44.5064124,97.33666287,76.41225935,Bangalore,No
28.1120026,2.100752652,19.62640879,Bangalore,Yes
16.79476701,2.537491856,38.18680448,Vijaipur,Yes
22.02962153,14.28376574,48.4319845,Bangalore,No
30.76669278,10.11770796,28.78847001,Guwahati,No
51.97576821,50.63921046,43.41339665,Bangalore,No
14.83998492,1.637524974,12.95740405,Bangalore,No
27.29730594,4.11845095,87.44277417,Bangalore,No
30.59146761,6.079183653,16.67438268,Bangalore,Yes
30.77162501,9.389919947,5.128344692,Vijaipur,Yes
29.98330335,3.55309607,101.2211252,Guwahati,No
22.2728752,10.5399035,4.355198576,Bangalore,Yes
42.93136059,65.93280378,86.46999159,Bangalore,No
18.78753449,8.176761926,0,Vijaipur,Yes
19.20128749,5.726667381,88.18302623,Guwahati,No
18.5005745,12.16046613,95.62509517,Vijaipur,No
51.03028949,75.73866307,108.3241056,Bangalore,No
36.51540871,11.40359972,0,Vijaipur,Yes
16.71550424,6.329210152,33.68267774,Vijaipur,Yes
20.38688314,9.90796695,2.833024784,Vijaipur,Yes
19.37890379,16.17287936,71.02575949,Bangalore,No
30.4820353,3.147886615,79.7582064,Guwahati,No
32.76695668,18.07768895,22.05739632,Guwahati,Yes
37.37761483,87.6265088,68.31656034,Bangalore,No
27.30983721,15.15864624,89.40723405,Bangalore,No
36.10654953,56.00292,47.14069508,Guwahati,No
28.5617259,8.52261092,65.77703129,Vijaipur,No
32.6707652,4.871080582,76.64800209,Bangalore,No
32.35672168,0,61.77578491,Guwahati,No
24.8488543,4.492276612,25.37337329,Bangalore,Yes
39.69677796,51.23723918,78.86378274,Bangalore,No
51.05840694,58.53611852,21.86748925,Guwahati,No
20.75638119,1.919474761,63.96040484,Bangalore,No
23.680418,12.49030598,14.27124869,Bangalore,Yes
28.31412156,2.275934042,15.12587883,Guwahati,Yes
25.02116672,4.764780664,51.47131223,Vijaipur,No
16.07237102,6.026653187,41.83455728,Guwahati,Yes
17.24247808,3.581658351,74.38408736,Bangalore,No
14.31385679,1.355696871,84.29896849,Guwahati,No
21.76053212,0.948715076,5.651226157,Bangalore,Yes
30.90327826,13.10853337,20.57612702,Guwahati,Yes
53.87335329,93.85019532,59.51925606,Guwahati,No
20.28366819,2.453113454,99.74041453,Guwahati,No
30.95057591,7.709461147,11.38443026,Guwahati,Yes
33.41033187,13.71502851,18.06892177,Vijaipur,Yes
17.79504559,9.703588955,49.60938805,Guwahati,No
12.39755685,11.57439456,41.58009905,Guwahati,Yes
20.885563,3.154540569,57.0343611,Vijaipur,No
33.93690586,11.56679719,99.94697679,Vijaipur,No
40.78939584,56.8464469,105.9580927,Bangalore,No
28.94443045,6.301520224,52.24500021,Bangalore,No
15.9489287,1.957906713,62.79043571,Guwahati,No
41.9140902,88.71232802,43.63974304,Guwahati,No
45.23265465,56.61858538,83.67816373,Vijaipur,No
24.7281085,7.023535747,64.38733837,Vijaipur,No
51.56835417,56.73092399,28.16217379,Guwahati,No
27.90836023,7.710755238,20.24559266,Bangalore,Yes
33.79171549,12.91148254,27.07329448,Vijaipur,No
20.50213146,6.729534989,28.33423092,Vijaipur,Yes
37.01010155,71.98760713,69.9979348,Bangalore,No
28.64298153,15.98993841,37.44957146,Bangalore,Yes
17.65059965,6.050305474,57.00812435,Vijaipur,No
45.7698129,64.06106506,88.47819772,Bangalore,No
28.15977605,2.21308093,1.848729922,Guwahati,Yes
29.4083537,4.207736701,50.60654604,Bangalore,No
26.77582077,13.57067717,19.26248174,Guwahati,Yes
26.27786006,0.952686615,15.87498534,Bangalore,Yes
40.55220298,51.95409173,84.38726244,Vijaipur,No
37.71394716,2.873116959,52.75089178,Bangalore,No
22.62566678,0,0.753759267,Guwahati,Yes
42.72374773,90.16120724,86.04381894,Guwahati,No
35.52463869,9.830892537,43.69414097,Vijaipur,Yes
27.86297287,2.696066139,28.64306426,Vijaipur,No
20.93252763,10.04890369,20.37437278,Guwahati,Yes
34.54957628,10.7651372,1.126988107,Vijaipur,Yes
27.92650224,3.368061329,87.67972424,Guwahati,No
30.96789935,8.430105465,28.60861627,Vijaipur,Yes
38.6909506,81.11721134,56.29670949,Vijaipur,No
21.26450302,3.857431319,60.02076974,Guwahati,No
17.93273464,2.554179355,91.292428,Vijaipur,No
31.06577849,7.659934092,94.95906564,Vijaipur,No
22.17316783,12.39592077,23.94829648,Vijaipur,Yes
31.03943712,10.70571517,93.15358796,Guwahati,No
23.52037763,6.597561755,77.13375818,Vijaipur,No
18.90359117,15.40051229,0,Vijaipur,Yes
24.89486904,9.825077438,7.166445524,Vijaipur,Yes
34.08342061,8.814069162,35.26836473,Vijaipur,No
27.62123873,12.13314996,61.99626188,Vijaipur,No
27.45346318,13.71978535,3.666939749,Bangalore,Yes
32.81535631,12.41732274,61.27087916,Bangalore,No
19.0292664,7.164232173,37.17591117,Bangalore,Yes
18.98779456,4.641018991,4.248130143,Bangalore,No
41.22617221,40.78377419,27.26165827,Vijaipur,No
21.84137653,2.547946155,0,Bangalore,Yes
31.0009795,7.284182033,20.92437569,Vijaipur,Yes
26.35124616,4.52348597,64.30789188,Bangalore,No
27.65055844,12.78246164,86.23017037,Guwahati,No
24.82862392,11.83957197,67.78976756,Bangalore,No
23.67557626,5.525917163,36.88838871,Guwahati,Yes
18.1627919,12.9994689,103.9953746,Bangalore,No
31.58117128,11.39863349,101.868989,Vijaipur,No
20.99277728,6.786466103,70.55756315,Bangalore,No
21.13471406,5.673281812,20.9631087,Vijaipur,Yes
17.0097421,4.259760241,40.75913438,Vijaipur,Yes
23.87369914,9.359838132,16.61922276,Bangalore,Yes
30.50792965,13.07392956,1.622169498,Bangalore,Yes
22.74439167,10.04376389,75.6361999,Bangalore,No
33.69979195,14.11937249,11.96497001,Vijaipur,Yes
37.95372369,90.24574676,15.27204099,Guwahati,No
35.49352411,3.428187031,63.67303175,Bangalore,No
32.74931793,7.587368048,9.324709938,Guwahati,Yes
20.89924374,8.837385697,78.06041697,Bangalore,No
47.28363787,63.9433836,81.35678127,Vijaipur,No
45.91181198,68.13355403,57.70498588,Bangalore,No
32.94995724,10.75502775,32.58587351,Bangalore,Yes
12.01248855,12.69809731,52.38391442,Guwahati,No
26.22385283,6.424549519,102.7012605,Bangalore,No
24.1671133,11.55085423,38.53553336,Guwahati,Yes
27.17945404,13.14158668,2.124452506,Bangalore,Yes
24.31212436,2.070333542,11.79926421,Bangalore,Yes
22.81531702,6.210210508,24.70297766,Bangalore,No
31.2810768,13.0641074,31.23043154,Bangalore,Yes
28.97864377,12.23960431,88.88104882,Bangalore,No
47.12832469,41.56950971,31.45111367,Vijaipur,No
30.07866598,8.934245695,21.9620069,Bangalore,Yes
20.5298576,12.18230284,29.13651062,Vijaipur,Yes
28.05156569,7.241406213,88.26999422,Vijaipur,No
24.17541023,8.761969642,10.85893066,Vijaipur,Yes
36.2815537,63.31186665,91.00492239,Guwahati,No
30.59351978,2.076936934,101.3398545,Bangalore,No
16.36616059,3.17987723,66.22825835,Vijaipur,No
27.16628585,7.044458933,74.39653247,Guwahati,No
19.23269338,10.81093227,12.90379066,Vijaipur,Yes
34.72757768,9.956159101,1.000289424,Guwahati,Yes
30.81885802,2.590228747,26.47068576,Guwahati,Yes
50.39656611,87.34317433,72.80430245,Bangalore,No
28.35698202,4.668547665,51.76651087,Vijaipur,No
20.5272988,0,10.72092241,Guwahati,Yes
14.72313209,7.496767705,37.16895166,Guwahati,Yes
31.66231518,4.501705621,103.0985358,Guwahati,No
23.65176181,10.40143659,60.26994146,Vijaipur,No
22.97259685,15.66856051,26.01104945,Vijaipur,Yes
31.99035613,4.988570401,68.47441618,Bangalore,No
19.97742391,6.490104114,3.922649155,Vijaipur,Yes
37.86943536,61.00441224,98.10784117,Guwahati,No
21.38369097,11.86044961,33.70164826,Vijaipur,Yes
37.55230793,13.4307793,65.02869321,Bangalore,No
33.76662872,4.993038392,1.679753216,Vijaipur,Yes
44.12224284,89.41121498,70.67885517,Bangalore,No
15.98476147,6.443368058,24.57121056,Bangalore,Yes
46.00358357,90.6543376,76.38904215,Vijaipur,No
34.50444889,15.0602369,21.15067917,Vijaipur,Yes
20.6689334,4.131945215,52.41219409,Vijaipur,Yes
43.05199974,32.25835451,54.19690992,Guwahati,Yes
18.61197498,10.10037883,12.8685071,Vijaipur,No
27.26150077,5.909941212,93.37351875,Bangalore,No
38.31019928,71.19350906,100.2711902,Vijaipur,No
33.38667987,3.058278477,7.93937057,Guwahati,Yes
22.04694652,7.066676317,83.79869998,Guwahati,No
24.71812989,10.89268214,98.31704302,Guwahati,No
46.66170107,54.68706528,67.24136049,Vijaipur,No
31.26673218,15.02982362,27.22113273,Bangalore,Yes
49.1825466,50.46526528,47.24336232,Bangalore,No
23.84765854,13.53218416,33.33444183,Guwahati,Yes
16.8931676,11.02629237,47.52906121,Guwahati,No
20.18268911,9.227630933,25.63410026,Vijaipur,Yes
35.09336276,4.045907576,43.64559057,Guwahati,Yes
28.97640636,13.07079307,93.92080221,Bangalore,No
29.52762411,7.902844368,61.38545667,Guwahati,No
21.57913073,7.746169403,9.255893518,Vijaipur,Yes
31.61996567,1.423246172,56.64018549,Bangalore,No
48.85897021,91.3203486,76.91183163,Bangalore,No
29.79085008,8.766003214,85.84928236,Bangalore,No
20.75492207,7.921530896,69.47896962,Vijaipur,No
40.67081939,67.43007616,74.46677222,Guwahati,No
34.77522077,6.050563444,7.248296124,Bangalore,Yes
33.66907389,9.3936798,65.41042581,Vijaipur,No
14.24889,14.24008901,20.53772838,Guwahati,Yes
30.57387196,7.955090545,28.76846745,Bangalore,No
30.65211891,6.383102646,29.00733483,Bangalore,Yes
25.53135219,7.759956502,35.68055032,Vijaipur,No
35.69973958,38.75764392,78.90993161,Guwahati,No
19.05481834,12.91050836,24.80236123,Bangalore,No
20.51126125,1.212832065,87.96436057,Vijaipur,No
14.05913656,4.596874643,13.88600463,Guwahati,Yes
44.18565207,39.52596305,72.49948949,Guwahati,No
49.54213884,54.97145927,65.1332285,Guwahati,No
15.09139226,8.350069928,52.89619877,Vijaipur,Yes
48.15017332,50.25809664,57.22124978,Bangalore,No
33.40497797,8.697947839,92.48313504,Guwahati,No
34.34951566,32.874991,104.716616,Vijaipur,No
28.42836727,13.73316102,58.39391934,Guwahati,No
29.66948661,13.34804543,94.51576727,Guwahati,No
32.03148766,77.35571054,18.62046186,Guwahati,No
24.79411149,8.056494,8.401165385,Bangalore,Yes
13.18567197,4.794259647,63.4405923,Guwahati,No
23.35853537,0,55.35714222,Vijaipur,No
20.77159794,4.299280705,76.415274,Bangalore,No
49.33346998,71.13035695,44.99515747,Guwahati,No
37.04117758,0,106.5514908,Bangalore,No
23.17090087,9.668469771,35.83234901,Vijaipur,Yes
35.4997638,68.47371509,76.70326265,Guwahati,No
34.00672997,16.13496081,27.97078764,Guwahati,No
31.64043295,8.939059139,24.79520185,Guwahati,Yes
44.29625837,52.0191771,74.82874278,Vijaipur,No
37.98434075,36.10396929,35.32574918,Bangalore,No
16.38227346,8.213911956,34.91816881,Bangalore,Yes
31.93769917,4.747405334,41.6259047,Guwahati,Yes
29.07424668,15.35847611,48.13572183,Vijaipur,Yes
32.07242467,11.73305846,24.72154355,Guwahati,Yes
21.65970748,8.125447909,15.25140737,Guwahati,Yes
25.39833193,5.770802206,3.18995091,Guwahati,Yes
